employee_id,employee_name,email,department,job_role,experience_years,hire_date,skills,availability_status,workload_percentage,active_tasks,performance_score
EMP315,Kavya Joshi,employee315@company.local,Marketing,Developer,9.5,2019-08-01,Deep Learning,Available,80.8,6,77.3
EMP175,Kavya Iyer,employee175@company.local,Sales,Developer,7.9,2018-06-03,"Deep Learning, React",Available,85.2,8,73.9
EMP1607,Neha Nair,employee1607@company.local,IT,Data Scientist,3.9,2024-03-03,"Machine Learning, Django",Busy,67.1,2,51.0
EMP1123,Sneha Sharma,employee1123@company.local,Sales,Data Scientist,0.8,2014-09-16,"SQL, React, Django",Available,100.0,6,58.9
EMP4414,Nikhil Das,employee4414@company.local,Operations,Finance Analyst,1.6,2012-11-04,"Excel, Finance, Project Management, Data Analysis",Busy,92.3,6,53.5
EMP2058,Manoj Patel,employee2058@company.local,Engineering,Developer,7.8,2012-02-19,"Django, Finance, Computer Vision",Available,85.1,5,78.6
EMP4365,Anita Pillai,employee4365@company.local,Marketing,Finance Analyst,4.5,2013-12-30,"Data Analysis, Machine Learning, Project Management",Available,76.1,5,58.1
EMP2568,Rohit Singh,employee2568@company.local,Engineering,Analyst,3.8,2016-08-22,"React, Python, Deep Learning",Available,21.5,1,79.3
EMP482,Rahul Mishra,employee482@company.local,IT,Project Manager,1.5,2017-05-24,"Project Management, Django, Excel, React",Available,60.7,4,50.9
EMP3993,Pooja Kapoor,employee3993@company.local,IT,Team Lead,9.5,2022-07-08,"Finance, Python, Machine Learning",Busy,37.5,3,84.9
EMP1633,Pooja Reddy,employee1633@company.local,Data Science,Senior Developer,12.3,2019-04-02,"SQL, Python",Busy,45.0,6,84.6
EMP2611,Divya Sharma,employee2611@company.local,Data Science,Business Analyst,4.5,2025-06-13,"SQL, React, Excel",Available,0.0,0,64.6
EMP2581,Priya Menon,employee2581@company.local,Operations,Developer,2.3,2018-05-24,"Excel, Deep Learning",Available,68.8,4,68.4
EMP1482,Rahul Patel,employee1482@company.local,Engineering,Data Scientist,8.4,2019-03-08,"NLP, Finance, Python",Available,51.8,3,77.1
EMP1845,Anita Menon,employee1845@company.local,Operations,Project Manager,0.8,2025-06-27,Finance,Available,59.0,4,64.6
EMP1056,Aditya Kumar,employee1056@company.local,IT,Project Manager,10.0,2020-02-20,Excel,Available,43.8,1,67.9
EMP2459,Isha Joshi,employee2459@company.local,Data Science,Business Analyst,1.7,2019-02-14,"Python, Computer Vision",Busy,100.0,6,56.7
EMP038,Manoj Thomas,employee038@company.local,IT,Developer,10.5,2024-03-19,"Machine Learning, Excel, SQL",Busy,81.4,8,74.6
EMP2749,Meera Pillai,employee2749@company.local,Finance,Team Lead,6.5,2018-11-12,"Deep Learning, Django",Available,52.3,3,55.1
EMP328,Rohit Singh,employee328@company.local,IT,Analyst,4.9,2017-01-27,Computer Vision,Busy,9.0,1,57.6
EMP3590,Amit Thomas,employee3590@company.local,Data Science,Analyst,2.9,2013-01-06,"Machine Learning, Data Analysis",Available,72.8,3,74.3
EMP2094,Nikhil Das,employee2094@company.local,HR,Senior Developer,4.6,2013-07-08,"Excel, Python, Django",Busy,52.6,3,52.8
EMP416,Aditya Kumar,employee416@company.local,Engineering,Data Scientist,6.5,2022-09-26,"Python, Excel, Deep Learning, Machine Learning",Available,52.8,3,56.5
EMP1071,Divya Iyer,employee1071@company.local,Engineering,Business Analyst,5.8,2022-03-01,Deep Learning,Available,37.6,3,74.3
EMP718,Manoj Das,employee718@company.local,Finance,Data Scientist,5.8,2024-05-18,Deep Learning,Available,100.0,5,69.9
EMP272,Sanjay Kumar,employee272@company.local,Sales,Data Scientist,5.2,2023-03-16,"SQL, NLP, Python",Available,86.7,5,74.3
EMP3457,Swati Reddy,employee3457@company.local,Data Science,Senior Developer,1.3,2013-10-27,"NLP, SQL, Computer Vision, Excel",Available,52.2,3,62.5
EMP4805,Anita Menon,employee4805@company.local,Operations,HR Executive,10.9,2021-05-02,"Finance, SQL, Python, React",Available,20.4,2,75.0
EMP3962,Rahul Patel,employee3962@company.local,Operations,Analyst,10.1,2014-03-21,"SQL, Python",Available,28.3,1,77.4
EMP2205,Anita Pillai,employee2205@company.local,Operations,Finance Analyst,3.3,2012-06-30,Deep Learning,Available,55.7,4,58.5
EMP1087,Neha Iyer,employee1087@company.local,Data Science,Analyst,3.4,2023-02-17,"Python, Computer Vision",Busy,44.9,3,71.9
EMP2760,Arun Singh,employee2760@company.local,IT,Developer,3.2,2021-12-01,Excel,Available,32.5,3,64.1
EMP3182,Rahul Das,employee3182@company.local,Engineering,Team Lead,1.5,2018-10-28,"Computer Vision, Finance",On Leave,77.0,8,36.4
EMP4690,Amit Mishra,employee4690@company.local,Operations,HR Executive,9.9,2021-10-21,"Python, Machine Learning, Django, Data Analysis",Available,64.2,4,75.9
EMP1409,Meera Reddy,employee1409@company.local,IT,Analyst,5.3,2019-12-27,"SQL, Finance, React",Busy,28.6,1,56.9
EMP3167,Neha Iyer,employee3167@company.local,HR,Business Analyst,4.0,2015-12-26,"React, Machine Learning",On Leave,13.9,0,79.7
EMP2097,Swati Reddy,employee2097@company.local,IT,Finance Analyst,5.0,2013-10-29,Deep Learning,Available,89.5,6,59.0
EMP4936,Aditya Singh,employee4936@company.local,Data Science,Analyst,7.6,2021-04-27,"Excel, Data Analysis",Available,64.0,3,59.7
EMP3061,Priya Menon,employee3061@company.local,Marketing,Data Scientist,1.2,2017-10-29,Project Management,Available,85.6,5,51.6
EMP1592,Sanjay Singh,employee1592@company.local,IT,Finance Analyst,4.2,2018-09-14,"Deep Learning, Project Management, Excel, Finance",Busy,26.2,1,69.4
EMP2919,Isha Nair,employee2919@company.local,IT,HR Executive,10.3,2014-12-28,"Excel, Project Management, Machine Learning",Available,43.0,2,68.7
EMP3372,Sanjay Raj,employee3372@company.local,Engineering,Project Manager,5.1,2024-10-25,NLP,Available,40.8,2,78.9
EMP1353,Pooja Kapoor,employee1353@company.local,IT,Developer,5.2,2021-11-06,"NLP, Deep Learning, SQL, Data Analysis",Busy,55.7,0,57.7
EMP4676,Aditya Verma,employee4676@company.local,Finance,Finance Analyst,4.8,2013-10-17,"Data Analysis, Excel, Python",Available,100.0,2,69.2
EMP3011,Divya Sharma,employee3011@company.local,IT,Business Analyst,8.8,2019-07-23,"Computer Vision, Python, Excel",Busy,37.8,0,66.1
EMP4708,Rohit Verma,employee4708@company.local,Operations,HR Executive,6.6,2022-10-24,"Python, Machine Learning, Data Analysis",Busy,27.2,3,67.1
EMP1332,Sanjay Verma,employee1332@company.local,Marketing,Business Analyst,2.7,2022-05-10,Python,Busy,28.5,3,66.0
EMP2691,Divya Sharma,employee2691@company.local,Engineering,HR Executive,4.9,2020-08-28,Finance,Available,55.7,4,77.9
EMP1186,Kiran Mishra,employee1186@company.local,IT,Team Lead,3.4,2022-11-30,"Data Analysis, Finance, Project Management",Available,78.7,5,58.6
EMP3736,Aditya Singh,employee3736@company.local,Data Science,Business Analyst,6.0,2016-06-06,"Machine Learning, Data Analysis",Available,23.2,0,72.5
EMP3391,Divya Iyer,employee3391@company.local,Engineering,Analyst,10.2,2022-10-28,"Excel, Django",Available,47.0,3,61.0
EMP2378,Manoj Patel,employee2378@company.local,Operations,Developer,12.7,2015-12-14,"Machine Learning, Excel, Project Management",Busy,83.1,5,68.3
EMP2887,Neha Nair,employee2887@company.local,Marketing,Senior Developer,16.9,2019-06-22,Computer Vision,Available,33.4,2,99.0
EMP4234,Nikhil Patel,employee4234@company.local,Finance,Finance Analyst,14.8,2013-09-06,"Finance, Django",Available,35.3,1,72.2
EMP4925,Anita Pillai,employee4925@company.local,IT,HR Executive,6.6,2023-01-10,"React, Django, Deep Learning",Busy,57.8,3,82.1
EMP504,Vivek Singh,employee504@company.local,Data Science,HR Executive,4.6,2014-04-01,"Django, Computer Vision",Available,92.3,6,74.8
EMP1891,Divya Sharma,employee1891@company.local,Operations,Analyst,7.6,2013-04-21,"NLP, Computer Vision",Busy,60.3,6,74.0
EMP4178,Manoj Mishra,employee4178@company.local,Engineering,Finance Analyst,5.3,2012-02-09,"Deep Learning, Finance, Data Analysis, Python",Available,96.3,6,64.0
EMP1083,Sneha Joshi,employee1083@company.local,HR,HR Executive,4.9,2021-01-08,"SQL, Machine Learning, Django",Available,76.1,5,77.9
EMP086,Kiran Thomas,employee086@company.local,Finance,Team Lead,3.5,2014-05-30,"Data Analysis, Excel, Deep Learning",Available,31.5,2,74.0
EMP3095,Kavya Nair,employee3095@company.local,HR,Data Scientist,4.4,2015-01-17,"Data Analysis, Excel",Available,56.7,4,69.4
EMP3713,Pooja Reddy,employee3713@company.local,Finance,HR Executive,10.4,2012-08-12,"SQL, Finance, Machine Learning, Data Analysis",Available,55.3,3,67.7
EMP3586,Kiran Mishra,employee3586@company.local,HR,Team Lead,1.8,2013-11-09,"Project Management, React",Available,83.0,7,66.5
EMP1323,Sneha Joshi,employee1323@company.local,Engineering,Project Manager,20.2,2019-05-28,"Machine Learning, Data Analysis",Available,75.7,5,89.5
EMP878,Manoj Das,employee878@company.local,Operations,Developer,5.4,2015-07-08,"Finance, Project Management, NLP, Django",Busy,86.9,5,69.4
EMP174,Nikhil Das,employee174@company.local,Sales,Developer,10.2,2019-01-10,"Finance, Excel, Data Analysis, Project Management",Available,80.5,4,65.4
EMP4839,Isha Nair,employee4839@company.local,Marketing,HR Executive,11.9,2015-10-12,"Computer Vision, Data Analysis, Machine Learning, Finance",Available,35.2,3,81.1
EMP3276,Aditya Raj,employee3276@company.local,Finance,Developer,3.5,2022-04-15,"Django, Excel, Finance",Busy,35.2,2,67.3
EMP4390,Amit Thomas,employee4390@company.local,Data Science,Data Scientist,22.0,2020-10-26,Excel,Busy,54.9,4,95.4
EMP4237,Swati Pillai,employee4237@company.local,Operations,HR Executive,7.2,2014-12-24,"SQL, Project Management, Django",Busy,46.4,4,95.0
EMP1089,Meera Reddy,employee1089@company.local,Engineering,Analyst,17.6,2025-02-06,"Excel, Computer Vision, Python",Busy,61.6,6,90.1
EMP1698,Manoj Mishra,employee1698@company.local,HR,Business Analyst,5.0,2015-05-12,"Machine Learning, Python",Available,78.6,7,61.5
EMP2381,Priya Pillai,employee2381@company.local,Sales,Developer,5.6,2024-10-17,"Machine Learning, Python, Data Analysis",Available,67.1,4,77.3
EMP4462,Rahul Das,employee4462@company.local,Marketing,Senior Developer,4.5,2023-06-28,"Computer Vision, Excel, Data Analysis, Django",Available,58.1,3,63.6
EMP2866,Kiran Mishra,employee2866@company.local,IT,Analyst,4.5,2021-08-10,"NLP, Computer Vision",Available,65.9,4,81.8
EMP4228,Rohit Verma,employee4228@company.local,Engineering,Business Analyst,4.9,2023-10-12,"Excel, Machine Learning",Available,65.2,3,75.6
EMP1512,Sanjay Singh,employee1512@company.local,Sales,HR Executive,10.0,2022-04-30,"Data Analysis, Machine Learning",Available,38.9,1,61.8
EMP3991,Divya Nair,employee3991@company.local,Engineering,Project Manager,2.9,2013-04-26,Excel,Busy,0.0,0,69.1
EMP247,Neha Nair,employee247@company.local,HR,Finance Analyst,7.3,2018-01-07,"Deep Learning, NLP, Finance",Available,43.7,3,68.6
EMP3490,Amit Mishra,employee3490@company.local,Engineering,Business Analyst,10.8,2014-11-14,"Excel, Computer Vision, Project Management, Finance",Busy,52.8,4,85.1
EMP2928,Rohit Kumar,employee2928@company.local,IT,Analyst,8.7,2024-04-02,Django,Available,75.9,6,87.7
EMP4116,Aditya Verma,employee4116@company.local,Operations,Senior Developer,3.4,2021-12-21,"SQL, Finance, Python, React",Busy,79.0,4,59.5
EMP4332,Sanjay Raj,employee4332@company.local,IT,Project Manager,8.0,2012-02-01,"Project Management, Django, Computer Vision",Available,19.0,2,90.2
EMP3832,Sanjay Singh,employee3832@company.local,Finance,Finance Analyst,1.8,2021-07-31,"Python, Data Analysis, Finance, Django",Available,65.6,3,77.5
EMP383,Sneha Iyer,employee383@company.local,IT,Developer,3.6,2020-12-25,React,Available,75.1,5,61.9
EMP4580,Arun Verma,employee4580@company.local,Data Science,Finance Analyst,4.3,2025-06-16,"NLP, Excel",Available,63.6,7,63.7
EMP292,Sanjay Verma,employee292@company.local,IT,Team Lead,1.2,2013-08-28,Computer Vision,Available,65.8,5,65.0
EMP2418,Manoj Mishra,employee2418@company.local,IT,Developer,9.4,2017-08-25,Machine Learning,Available,83.0,8,64.3
EMP1580,Arun Raj,employee1580@company.local,Data Science,Project Manager,4.4,2017-09-06,Django,On Leave,100.0,8,68.9
EMP4742,Rahul Thomas,employee4742@company.local,Marketing,Senior Developer,2.8,2025-01-20,"Python, NLP",Available,100.0,7,65.3
EMP3426,Kiran Mishra,employee3426@company.local,Finance,Project Manager,1.1,2013-01-24,Computer Vision,Available,0.4,0,54.8
EMP3379,Isha Sharma,employee3379@company.local,HR,Finance Analyst,11.2,2012-03-21,"Django, Machine Learning, Project Management",Busy,73.9,5,66.5
EMP1584,Vivek Kumar,employee1584@company.local,Marketing,Team Lead,13.4,2017-09-26,Python,Available,55.7,7,64.2
EMP4330,Amit Patel,employee4330@company.local,Operations,Team Lead,11.3,2025-08-07,"Django, Machine Learning",Available,50.1,3,73.4
EMP2162,Rahul Mishra,employee2162@company.local,Data Science,Data Scientist,17.4,2013-04-28,Machine Learning,Available,37.2,2,80.8
EMP1656,Aditya Singh,employee1656@company.local,Data Science,HR Executive,11.8,2023-03-10,Computer Vision,Available,30.0,2,82.1
EMP322,Rahul Mishra,employee322@company.local,Marketing,Team Lead,6.1,2015-12-17,"Project Management, React",Available,74.8,4,70.5
EMP202,Rahul Patel,employee202@company.local,Finance,Developer,9.1,2015-09-29,"Machine Learning, NLP",Busy,34.1,0,72.9
EMP3823,Sneha Iyer,employee3823@company.local,HR,Business Analyst,5.2,2016-08-05,"Data Analysis, Computer Vision, Finance",Available,47.3,3,58.8
EMP2154,Nikhil Patel,employee2154@company.local,Data Science,Finance Analyst,2.7,2012-03-21,"Machine Learning, Excel, SQL",Unknown,27.2,2,69.4
EMP2584,Vivek Singh,employee2584@company.local,Operations,Senior Developer,5.5,2012-07-29,"Data Analysis, SQL, Project Management, Deep Learning",Available,64.1,5,73.5
EMP450,Amit Mishra,employee450@company.local,Finance,HR Executive,3.8,2019-03-13,"Python, Project Management, NLP",Available,84.6,7,77.2
EMP3959,Isha Nair,employee3959@company.local,HR,Business Analyst,2.4,2024-09-24,"Python, Data Analysis",Available,85.8,4,61.5
EMP4954,Nikhil Patel,employee4954@company.local,Engineering,Data Scientist,12.0,2019-08-01,"Excel, Deep Learning, React, Python",Busy,63.5,7,78.1
EMP1281,Priya Reddy,employee1281@company.local,Sales,Business Analyst,6.4,2013-06-15,"Computer Vision, SQL, Django, Deep Learning",Busy,57.4,6,69.1
EMP2076,Aditya Raj,employee2076@company.local,Finance,Business Analyst,2.5,2015-11-06,"Deep Learning, Excel, Finance, Computer Vision",Available,65.4,3,78.0
EMP2236,Aditya Raj,employee2236@company.local,Engineering,Business Analyst,3.6,2016-09-02,"Machine Learning, Finance, Project Management, Deep Learning",On Leave,2.5,0,73.6
EMP2372,Sanjay Verma,employee2372@company.local,IT,Team Lead,1.9,2017-02-03,"SQL, Django",Available,55.7,5,90.1
EMP2364,Vivek Raj,employee2364@company.local,Sales,Senior Developer,5.3,2022-12-27,"Data Analysis, Project Management",Available,36.0,2,73.1
EMP946,Kiran Mishra,employee946@company.local,Data Science,Analyst,2.2,2024-07-05,Deep Learning,Available,42.1,2,65.5
EMP1726,Kiran Das,employee1726@company.local,HR,Data Scientist,5.5,2022-07-20,"Project Management, Machine Learning, Deep Learning, SQL",Busy,19.6,0,65.4
EMP4013,Pooja Pillai,employee4013@company.local,Marketing,Business Analyst,0.5,2023-10-12,Django,Available,52.6,5,58.9
EMP2976,Aditya Kumar,employee2976@company.local,Operations,Senior Developer,3.2,2017-06-02,"NLP, Django, Deep Learning, React",Available,83.8,6,64.6
EMP252,Sanjay Raj,employee252@company.local,Engineering,Project Manager,2.3,2021-04-25,Data Analysis,Available,79.3,5,61.3
EMP008,Rohit Singh,employee008@company.local,Engineering,Project Manager,14.3,2013-08-04,Django,Busy,89.7,4,74.8
EMP3546,Kiran Patel,employee3546@company.local,Finance,Project Manager,7.8,2016-07-29,"Python, Deep Learning, Excel, Django",Busy,57.8,6,68.6
EMP4180,Arun Verma,employee4180@company.local,Engineering,Analyst,3.6,2024-10-17,"Python, React, NLP",Available,65.9,5,68.9
EMP919,Isha Nair,employee919@company.local,Finance,Data Scientist,9.0,2019-11-21,"Finance, Python",Busy,31.9,3,50.2
EMP3179,Isha Joshi,employee3179@company.local,Data Science,Project Manager,9.1,2016-10-11,Excel,Busy,74.3,6,75.0
EMP2980,Arun Verma,employee2980@company.local,Operations,Business Analyst,7.7,2023-03-07,"Django, SQL, NLP",Busy,63.7,4,79.8
EMP2377,Swati Kapoor,employee2377@company.local,Data Science,Senior Developer,1.2,2023-02-12,"React, Finance, Excel",Available,30.6,2,47.7
EMP113,Pooja Reddy,employee113@company.local,Finance,Finance Analyst,17.4,2015-12-22,"Computer Vision, React",Busy,33.0,2,81.8
EMP4440,Arun Singh,employee4440@company.local,HR,Project Manager,5.6,2016-09-27,React,Available,76.6,5,64.9
EMP1438,Manoj Das,employee1438@company.local,Engineering,Developer,2.3,2023-07-30,"Python, Machine Learning",Available,60.0,4,70.1
EMP157,Swati Pillai,employee157@company.local,Operations,Business Analyst,2.2,2021-05-16,Python,Available,33.1,2,60.3
EMP1794,Nikhil Mishra,employee1794@company.local,Marketing,Project Manager,10.8,2021-07-22,"Deep Learning, Excel, React",Available,22.5,0,65.9
EMP3933,Pooja Pillai,employee3933@company.local,Sales,Project Manager,7.6,2018-08-14,"React, Excel, Machine Learning, Project Management",On Leave,37.5,3,59.9
EMP963,Sneha Sharma,employee963@company.local,Engineering,Analyst,2.0,2024-06-06,SQL,Available,36.4,2,60.7
EMP2318,Manoj Das,employee2318@company.local,HR,Business Analyst,7.1,2018-09-24,"Project Management, Computer Vision, React",Available,62.1,5,75.6
EMP1289,Meera Kapoor,employee1289@company.local,Operations,Developer,3.5,2022-12-13,"NLP, Finance",Busy,29.8,2,74.0
EMP4493,Pooja Pillai,employee4493@company.local,IT,Business Analyst,12.8,2012-03-31,Finance,Available,60.3,2,84.2
EMP1293,Pooja Pillai,employee1293@company.local,IT,Analyst,4.6,2012-08-30,Python,Busy,62.6,4,66.8
EMP3584,Vivek Kumar,employee3584@company.local,Finance,Senior Developer,1.1,2015-09-21,Python,Busy,47.8,3,59.7
EMP1362,Rahul Mishra,employee1362@company.local,Finance,Team Lead,4.9,2020-06-27,"Data Analysis, Project Management, Deep Learning, Django",Busy,37.2,1,69.3
EMP1403,Sneha Joshi,employee1403@company.local,Operations,Data Scientist,1.2,2012-07-14,"Deep Learning, Machine Learning, Project Management",Busy,37.3,2,68.3
EMP3769,Meera Kapoor,employee3769@company.local,HR,Business Analyst,7.3,2024-07-21,Excel,Busy,79.0,6,78.2
EMP2513,Pooja Reddy,employee2513@company.local,Operations,Data Scientist,4.7,2012-01-23,Data Analysis,Available,84.6,6,65.4
EMP3715,Kavya Sharma,employee3715@company.local,HR,Business Analyst,6.1,2013-06-09,Deep Learning,Available,82.6,6,63.0
EMP425,Anita Kapoor,employee425@company.local,Data Science,Analyst,4.6,2020-08-18,React,Available,86.2,4,46.7
EMP3021,Priya Pillai,employee3021@company.local,IT,Finance Analyst,3.2,2025-05-22,Machine Learning,Available,58.7,5,52.6
EMP2430,Amit Das,employee2430@company.local,Marketing,Business Analyst,7.3,2016-11-01,"NLP, Machine Learning",Busy,11.5,0,70.9
EMP1459,Isha Sharma,employee1459@company.local,IT,Developer,3.5,2019-12-27,NLP,On Leave,71.4,5,59.4
EMP2707,Neha Sharma,employee2707@company.local,Marketing,Data Scientist,6.9,2015-08-24,"Finance, Machine Learning, SQL",Available,37.0,3,63.2
EMP1370,Amit Patel,employee1370@company.local,Data Science,Team Lead,1.8,2021-03-09,"Project Management, Django, Finance, NLP",Busy,61.9,4,79.8
EMP2256,Aditya Kumar,employee2256@company.local,IT,Analyst,5.3,2017-07-02,"Data Analysis, Computer Vision, NLP",Available,55.9,2,67.9
EMP1920,Arun Kumar,employee1920@company.local,IT,Analyst,1.7,2016-08-26,Data Analysis,Available,26.2,1,56.7
EMP194,Nikhil Mishra,employee194@company.local,HR,Business Analyst,8.5,2024-11-28,"Python, NLP",Available,53.7,1,80.0
EMP1357,Swati Pillai,employee1357@company.local,IT,Team Lead,3.0,2016-04-23,Django,Available,78.0,5,54.7
EMP137,Swati Kapoor,employee137@company.local,Operations,Data Scientist,6.7,2025-03-30,Computer Vision,Unknown,55.8,5,64.2
EMP4978,Manoj Mishra,employee4978@company.local,Operations,Business Analyst,6.9,2023-01-01,"Computer Vision, Excel, SQL, Machine Learning",Busy,57.9,4,54.5
EMP2165,Anita Menon,employee2165@company.local,Finance,Data Scientist,15.0,2015-09-30,Django,Available,64.2,6,96.5
EMP1385,Anita Kapoor,employee1385@company.local,IT,Project Manager,7.9,2018-09-21,"NLP, Data Analysis, Finance",Busy,59.3,3,74.5
EMP1029,Meera Menon,employee1029@company.local,Sales,Project Manager,11.5,2020-07-02,"Project Management, SQL, Computer Vision, Python",Busy,59.4,6,66.1
EMP427,Neha Joshi,employee427@company.local,Data Science,Project Manager,11.6,2024-12-24,Excel,Available,73.2,6,89.1
EMP4842,Rahul Patel,employee4842@company.local,Marketing,Project Manager,3.6,2013-03-25,"Machine Learning, Django, Project Management",Available,26.4,2,65.2
EMP1287,Neha Nair,employee1287@company.local,Operations,Data Scientist,8.5,2018-07-18,"Computer Vision, Excel, Machine Learning",Available,30.4,2,75.0
EMP1443,Sneha Sharma,employee1443@company.local,Engineering,Developer,18.0,2024-05-14,"Machine Learning, Computer Vision, React",Busy,71.7,4,83.4
EMP2071,Divya Nair,employee2071@company.local,Engineering,Project Manager,2.1,2020-08-10,"NLP, Python",Available,24.7,0,67.8
EMP339,Isha Sharma,employee339@company.local,Sales,HR Executive,11.1,2015-12-23,"Machine Learning, Deep Learning, Finance, Computer Vision",Busy,68.7,4,78.9
EMP2188,Rohit Raj,employee2188@company.local,Sales,Senior Developer,11.0,2019-10-29,Excel,Available,44.0,5,79.1
EMP1643,Sneha Joshi,employee1643@company.local,Finance,Data Scientist,9.9,2023-04-05,"Machine Learning, Data Analysis, Computer Vision",Available,49.2,3,75.6
EMP4946,Kiran Mishra,employee4946@company.local,Marketing,Data Scientist,7.3,2014-05-29,"React, Project Management, Excel",Available,50.6,2,70.5
EMP2739,Isha Sharma,employee2739@company.local,Data Science,Project Manager,2.1,2014-05-31,"Python, Finance",On Leave,56.3,1,37.0
EMP1792,Sanjay Kumar,employee1792@company.local,IT,Finance Analyst,7.7,2019-07-23,"Excel, Computer Vision, Django, Deep Learning",Busy,55.7,5,74.6
EMP578,Manoj Mishra,employee578@company.local,Engineering,Finance Analyst,4.3,2019-08-13,"React, Python",Busy,78.7,5,71.8
EMP3172,Sanjay Verma,employee3172@company.local,Data Science,Team Lead,5.6,2015-07-15,"Finance, Data Analysis, Excel",Available,73.0,6,70.7
EMP2171,Divya Joshi,employee2171@company.local,Engineering,HR Executive,9.3,2012-02-03,"Excel, SQL, Data Analysis, Project Management",Available,70.0,6,62.6
EMP2501,Priya Menon,employee2501@company.local,Data Science,Business Analyst,14.9,2012-11-15,"Deep Learning, Project Management, Machine Learning",Busy,51.3,5,84.2
EMP1302,Rahul Thomas,employee1302@company.local,Sales,Senior Developer,4.2,2019-09-02,"Machine Learning, NLP",Available,63.6,3,80.6
EMP414,Nikhil Das,employee414@company.local,Operations,Project Manager,6.5,2019-11-09,"Deep Learning, Excel, SQL",Available,24.6,2,64.0
EMP4947,Neha Sharma,employee4947@company.local,HR,Project Manager,4.2,2016-05-08,"NLP, SQL, Project Management, React",Available,52.2,5,62.6
EMP4981,Priya Menon,employee4981@company.local,Sales,Data Scientist,1.3,2012-10-03,"Python, Computer Vision",Available,61.0,4,47.8
EMP3793,Pooja Reddy,employee3793@company.local,Engineering,Team Lead,2.4,2014-07-22,Python,Busy,61.2,4,69.4
EMP4092,Sanjay Raj,employee4092@company.local,Marketing,Analyst,1.6,2019-08-11,"NLP, Finance, React",Available,37.0,2,50.6
EMP3742,Rahul Das,employee3742@company.local,HR,Developer,3.9,2018-08-28,"Finance, React, Project Management, SQL",Busy,73.8,5,66.3
EMP1294,Nikhil Das,employee1294@company.local,Data Science,Business Analyst,4.5,2021-08-18,"Finance, Django, Excel, Python",Busy,100.0,8,58.6
EMP326,Kiran Thomas,employee326@company.local,Operations,Project Manager,10.8,2023-07-12,"SQL, Finance, Deep Learning",Busy,32.4,3,85.0
EMP3553,Pooja Reddy,employee3553@company.local,Operations,Developer,4.6,2019-12-08,"Excel, NLP, Finance, Data Analysis",Available,55.6,4,70.1
EMP4964,Vivek Verma,employee4964@company.local,Finance,Business Analyst,3.9,2025-01-24,"NLP, Machine Learning, Project Management, Computer Vision",Busy,20.7,1,66.4
EMP1583,Sneha Iyer,employee1583@company.local,Operations,Project Manager,2.7,2025-08-01,"Excel, React",Available,58.0,4,79.8
EMP3176,Aditya Singh,employee3176@company.local,Sales,Developer,5.7,2020-03-06,Finance,Available,100.0,4,62.8
EMP2496,Aditya Kumar,employee2496@company.local,Marketing,Project Manager,3.0,2013-12-12,"React, Finance, Data Analysis, Django",Available,70.3,6,71.2
EMP1853,Pooja Pillai,employee1853@company.local,HR,Analyst,4.8,2017-12-11,"Python, Excel, Machine Learning",Available,47.8,4,75.7
EMP2455,Kavya Nair,employee2455@company.local,IT,Data Scientist,1.3,2014-02-18,"Computer Vision, Finance",Busy,67.1,5,56.3
EMP3592,Sanjay Singh,employee3592@company.local,Operations,Senior Developer,2.1,2013-06-05,"Deep Learning, Project Management",Available,57.5,2,69.2
EMP2282,Rahul Patel,employee2282@company.local,IT,Team Lead,12.4,2022-10-05,"Machine Learning, Excel, Computer Vision, Django",Available,55.7,6,66.8
EMP4967,Neha Nair,employee4967@company.local,Finance,Finance Analyst,1.3,2017-05-10,SQL,Available,49.5,4,65.2
EMP679,Isha Nair,employee679@company.local,Engineering,Senior Developer,2.3,2022-07-08,Django,Available,39.6,3,64.8
EMP2656,Aditya Kumar,employee2656@company.local,Finance,Finance Analyst,1.2,2019-11-04,Computer Vision,Available,100.0,7,48.3
EMP4410,Amit Patel,employee4410@company.local,HR,Finance Analyst,16.2,2020-12-20,"Machine Learning, Data Analysis",Busy,73.9,6,74.1
EMP1479,Isha Nair,employee1479@company.local,Marketing,Team Lead,8.9,2016-09-14,"SQL, Project Management, Machine Learning, Python",Available,44.9,4,66.4
EMP3512,Sanjay Singh,employee3512@company.local,HR,Senior Developer,11.3,2022-05-21,"React, Deep Learning, SQL",Available,46.3,3,81.2
EMP1585,Anita Reddy,employee1585@company.local,Sales,Project Manager,11.6,2015-09-18,"Computer Vision, Data Analysis, Excel",Busy,90.8,5,68.4
EMP4098,Manoj Mishra,employee4098@company.local,Operations,Developer,3.0,2018-10-19,"Excel, Django",Available,98.8,7,60.3
EMP3239,Isha Nair,employee3239@company.local,Marketing,Developer,10.2,2021-05-18,"Excel, NLP, Deep Learning",Available,38.2,3,71.2
EMP1773,Pooja Pillai,employee1773@company.local,Data Science,Senior Developer,5.2,2016-04-14,"Computer Vision, Django",Busy,64.2,3,65.6
EMP2772,Sanjay Verma,employee2772@company.local,Sales,Senior Developer,6.2,2024-12-21,"Deep Learning, Computer Vision, React",Available,47.5,2,68.1
EMP2490,Amit Patel,employee2490@company.local,Engineering,Data Scientist,19.7,2019-09-15,Excel,Available,63.9,5,75.7
EMP281,Priya Kapoor,employee281@company.local,Operations,Developer,8.9,2016-03-25,"Django, Project Management, Computer Vision",Busy,57.2,2,69.5
