employee_id,employee_name,email,department,job_role,experience_years,hire_date,skills,required_skill,availability_status,workload_percentage,active_tasks,performance_score,task_id,task_title,task_description,task_priority,task_status,task_start_date,task_deadline,estimated_hours,hours_logged,progress_percentage,allocation_score,recommended_employee
EMP3463,Sneha Nair,employee3463@company.local, IT ,Analyst,10.2,2022-04-12,"Data Analysis, Project Management, Excel, SQL",Python,Available,89.2,5,53.1,TASK11274,Django Feature Development,Complete Python related work for the assigned business operation.,Medium,Completed,2025-06-11,2025-07-18,30.5,22.1,73.1,38.9,1
EMP1914, Nikhil Patel ,employee1914@company.local,Marketing,Project Manager,13.3,2012-08-19,"Excel, React",Django,Available,64.8,3,71.7,TASK41148,Machine Learning Task,Complete Django related work for the assigned business operation.,Medium,Completed,2025-10-28,2025-11-08,22.7,18.5,90.5,51.0,1
EMP769,Meera Reddy,employee769@company.local,Engineering,Project Manager,10.2,2021-01-13,Computer Vision,NLP,Available,38.5,2,58.4,TASK01237,Project Documentation,Complete NLP related work for the assigned business operation.,High,Completed,2025-07-12,2025-07-27,48.4,32.1,64.3,53.3,1
EMP4879,Isha Iyer,employee4879@company.local,Sales,Business Analyst,10.9,2021-01-21,"Python, Project Management, SQL",,Busy,24.5,2,79.3,TASK44057,Django Feature Development,Complete Machine Learning related work for the assigned business operation.,Medium,In Progress,2026-04-30,2026-06-28,46.6,39.8,100.0,36.8,1
EMP3656,Aditya Singh,employee3656@company.local,Operations,Developer,3.0,2020-08-21,,Computer Vision,Busy,65.2,6,51.9,TASK06454,Dashboard Update,Complete Computer Vision related work for the assigned business operation.,Medium,Completed,2025-08-12,2025-09-05,45.2,31.6,75.8,23.6,1
EMP3125,Anita Menon,employee3125@company.local,Sales,Team Lead,12.2,2021-11-10,Computer Vision,React,Available,57.0,4,76.3,TASK31096,System Testing,Complete React related work for the assigned business operation.,High,In Progress,2025-02-21,2025-03-02,33.6,32.3,96.3,54.0,1
EMP1650,Amit Mishra,employee1650@company.local,Sales,Business Analyst,6.4,2020-11-04,NLP,Excel,Available,83.7,6,69.1,TASK48748,SQL Data Processing,Complete Excel related work for the assigned business operation.,Medium,Blocked,2026-07-25,2026-09-11,,26.1,100.0,46.1,1
EMP1448,,employee1448@company.local,HR,HR Executive,5.4,2021-07-01,Deep Learning,Machine Learning,Busy,82.7,6,53.7,TASK00745,API Development,Complete Machine Learning related work for the assigned business operation.,Critical,Not Started,2026-04-01,2026-05-01,46.6,29.1,67.9,13.1,0
EMP3690,Amit Patel,employee3690@company.local,Engineering,Project Manager,,2013-11-05,"Machine Learning, Deep Learning, Data Analysis, Python",Python,Available,36.7,3,69.6,TASK49892,SQL Data Processing,Complete Python related work for the assigned business operation.,Critical,In Progress,2026-03-01,2026-04-01,40.2,31.9,69.0,92.1,1
EMP292,Sanjay Verma,employee292@company.local,IT,Team Lead,1.2,2013-08-28,Computer Vision,Computer Vision,Available,65.8,5,65.0,TASK15660,API Development,Complete Computer Vision related work for the assigned business operation.,Critical,,2026-01-05,2026-02-27,35.5,15.2,49.8,66.6,1
EMP3902,Rahul Das,employee3902@company.local,Marketing,Developer,5.7,2014-04-08,"Python, NLP, React",Project Management,Available,,6,39.5,TASK23665,Employee Data Analysis,Complete Project Management related work for the assigned business operation.,Low,Completed,2026-01-11,2026-02-06,27.6,33.9,100.0,29.4,1
EMP4610,Amit Mishra,employee4610@company.local,Marketing,Finance Analyst,12.3,2018-09-04,"Python, Excel, Django, Deep Learning",Django,Busy,48.8,5,78.8,TASK37965,Project Documentation,Complete Django related work for the assigned business operation.,Medium,In Progress,2025-03-11,2025-03-21,42.4,28.9,65.9,63.5,1
EMP4008,Rohit Singh,employee4008@company.local,HR,HR Executive,10.5,2023-09-28,,Finance,Available,49.4,5,67.2,TASK30578,API Development,Complete Finance related work for the assigned business operation.,High,Completed,2026-01-16,2026-02-13,39.0,39.0,100.0,53.0,1
EMP941,Priya Pillai,employee941@company.local,Finance,Senior Developer,5.0,2012-12-14,"Excel, NLP, Django, Data Analysis",Data Analysis,Busy,35.4,3,83.9,TASK08686,Machine Learning Task,Complete Data Analysis related work for the assigned business operation.,Low,Completed,2025-02-28,2025-04-29,27.9,13.8,60.9,62.1,1
EMP4900,Arun Verma,employee4900@company.local,Marketing,Developer,12.9,2019-11-12,Django,React,Busy,,5,75.6,TASK45138,Data Cleaning,Complete React related work for the assigned business operation.,Low,Not Started,2026-01-20,2026-02-22,4.3,1.5,33.4,28.7,0
EMP100,Arun Verma,employee100@company.local,Finance,Finance Analyst,1.8,2016-02-29,"Finance, Python",SQL,,68.1,6,79.4,TASK46919,System Testing,Complete SQL related work for the assigned business operation.,Low,Blocked,2025-06-15,2025-07-06,36.4,22.0,49.3,37.2,0
EMP1842,Rahul Mishra,employee1842@company.local,Data Science,Business Analyst,4.1,2021-07-11,"Python, Excel, Computer Vision, Data Analysis",Computer Vision,Available,87.7,5,63.4,TASK23788,System Testing,Complete Computer Vision related work for the assigned business operation.,High,Completed,2025-11-22,2026-01-21,42.7,31.5,81.7,77.0,1
EMP4272,Sanjay Kumar,employee4272@company.local,HR,Project Manager,3.0,2013-05-21,Data Analysis,Finance,Busy,66.0,3,74.8,TASK22491,SQL Data Processing,Complete Finance related work for the assigned business operation.,Medium,Completed,2026-06-02,2026-07-14,45.1,44.7,100.0,21.7,1
EMP758,Manoj Thomas,employee758@company.local,Marketing,Project Manager,2.7,2023-11-27,"Finance, Computer Vision, NLP",React,Busy,25.3,1,60.7,TASK24531,Machine Learning Task,Complete React related work for the assigned business operation.,Medium,In Progress,2025-01-09,2025-01-28,44.3,36.0,93.2,27.3,1
EMP3730,Amit Mishra,employee3730@company.local,Data Science,Developer,4.6,2014-10-10,"Data Analysis, Python, Django",Finance,Busy,67.5,3,72.7,TASK46645,Employee Data Analysis,Complete Finance related work for the assigned business operation.,High,,2025-06-27,2025-08-26,32.7,27.2,82.7,22.1,1
EMP214,Nikhil Thomas,employee214@company.local,IT,Project Manager,4.0,2015-10-28,"NLP, React, Deep Learning, Python",Data Analysis,Available,52.8,3,,TASK45477,API Development,Complete Data Analysis related work for the assigned business operation.,High,In Progress,2025-06-25,2025-07-02,25.3,26.1,100.0,43.0,1
EMP2029,Meera Pillai,employee2029@company.local,Operations,Business Analyst,6.0,2013-08-12,"SQL, Deep Learning, React",React,Available,71.3,5,71.1,TASK42390,API Development,Complete React related work for the assigned business operation.,High,In Progress,2025-03-15,2025-05-07,44.6,44.8,100.0,82.4,1
EMP4103,Sneha Nair,employee4103@company.local,Operations,Data Scientist,13.4,2017-03-09,"SQL, NLP, Excel",Machine Learning,Available,68.9,1,74.5,TASK05557,Employee Data Analysis,Complete Machine Learning related work for the assigned business operation.,Medium,In Progress,2025-05-07,2025-05-17,16.3,12.8,54.6,46.1,0
EMP701,Priya Pillai,employee701@company.local,IT,Senior Developer,4.7,2012-03-22,Python,Django,Available,52.9,2,78.2,TASK26880,Data Cleaning,Complete Django related work for the assigned business operation.,Medium,Blocked,2025-03-03,2025-03-18,25.1,22.3,86.4,53.2,1
EMP2699,Isha Joshi,employee2699@company.local,HR,Business Analyst,3.7,2016-12-18,"NLP, Machine Learning, Computer Vision",Project Management,Available,43.6,3,66.5,TASK34830,Dashboard Update,Complete Project Management related work for the assigned business operation.,Low,Completed,2025-01-17,2025-02-15,42.8,27.2,58.3,50.5,1
EMP372,Sanjay Verma,employee372@company.local,Engineering,Finance Analyst,2.2,2020-02-04,NLP,Computer Vision,Busy,77.8,7,65.5,TASK30122,SQL Data Processing,Complete Computer Vision related work for the assigned business operation.,Low,In Progress,2025-05-23,2025-07-19,27.8,17.3,51.7,15.4,1
EMP1564,Vivek Raj,employee1564@company.local,Operations,Data Scientist,4.9,2024-04-30,"Django, Excel",Finance,Available,91.7,7,63.5,TASK17146,SQL Data Processing,Complete Finance related work for the assigned business operation.,High,In Progress,2026-04-20,2026-05-18,57.5,54.2,100.0,39.8,1
EMP4548,Rohit Verma,employee4548@company.local,Finance,Finance Analyst,8.9,2014-04-06,"Python, NLP",Data Analysis,Available,54.2,3,74.6,TASK43097,Data Cleaning,Complete Data Analysis related work for the assigned business operation.,Low,In Progress,2025-10-05,2025-11-15,27.5,19.8,79.1,48.4,1
EMP3860,Arun Verma,employee3860@company.local,Marketing,Senior Developer,11.1,2017-08-14,"Computer Vision, NLP, Excel",Excel,Busy,51.9,3,84.3,TASK01748,Dashboard Update,Complete Excel related work for the assigned business operation.,Low,Not Started,2025-08-07,2025-09-28,37.9,32.9,84.2,61.2,1
EMP1714,Nikhil Mishra,employee1714@company.local,Engineering,Senior Developer,7.7,2020-11-10,"Excel, Data Analysis",NLP,Available,59.5,6,63.6,TASK04933,SQL Data Processing,Complete NLP related work for the assigned business operation.,Low,Completed,2025-03-19,2025-04-13,37.0,25.4,76.0,49.2,1
EMP3803,Sneha Joshi,employee3803@company.local,Operations,HR Executive,11.2,2016-07-30,"Project Management, Computer Vision, Django",Django,Available,49.7,4,81.6,TASK13113,Dashboard Update,Complete Django related work for the assigned business operation.,High,Completed,2025-07-07,2025-09-03,38.2,54.3,100.0,88.6,1
EMP4488,Rohit Singh,employee4488@company.local,Engineering,Team Lead,4.8,2024-04-17,"Project Management, SQL",Excel,Busy,77.7,4,61.7,TASK00849,Machine Learning Task,Complete Excel related work for the assigned business operation.,High,Completed,2025-04-24,2025-05-02,37.8,15.8,38.2,13.7,0
EMP2917,Swati Menon,employee2917@company.local,Marketing,Business Analyst,19.3,2013-09-04,Machine Learning,Excel,Available,56.0,3,,TASK27987,Employee Data Analysis,Complete Excel related work for the assigned business operation.,Critical,Completed,2025-02-24,2025-04-13,64.3,53.5,82.6,58.0,0
EMP1880,Arun Singh,employee1880@company.local,Operations,HR Executive,1.8,2022-04-29,"Finance, Deep Learning",Deep Learning,Available,38.3,3,61.1,TASK04401,Machine Learning Task,Complete Deep Learning related work for the assigned business operation.,Low,Blocked,2025-03-05,2025-03-28,24.7,24.1,88.0,88.2,1
EMP3977,Swati Kapoor,employee3977@company.local,Data Science,Senior Developer,5.7,2022-12-30,"Machine Learning, NLP",SQL,Available,49.2,3,68.0,TASK09711,Machine Learning Task,Complete SQL related work for the assigned business operation.,Medium,Completed,2025-10-27,2025-12-17,28.0,19.0,76.7,40.5,1
EMP3706,Kiran Patel,employee3706@company.local,Data Science,Developer,1.3,2016-11-16,"Data Analysis, NLP, Project Management",Python,Available,25.9,3,46.3,TASK35760,SQL Data Processing,Complete Python related work for the assigned business operation.,High,Not Started,2025-07-05,2025-08-09,40.7,40.0,83.8,42.3,1
EMP2122,Rahul Patel,employee2122@company.local,IT,Data Scientist,1.6,2022-05-30,"Django, NLP",Finance,Busy,20.7,0,60.8,TASK42026,Employee Data Analysis,Complete Finance related work for the assigned business operation.,Critical,In Progress,2025-04-25,2025-05-29,59.3,48.8,70.3,28.3,0
EMP477,Swati Pillai,employee477@company.local,Marketing,Team Lead,2.8,2014-05-19,Computer Vision,NLP,Available,99.8,7,61.1,TASK45301,SQL Data Processing,Complete NLP related work for the assigned business operation.,Medium,Completed,2026-04-12,2026-05-26,37.9,38.9,99.2,33.5,0
EMP684,Vivek Raj,employee684@company.local,Finance,Analyst,2.4,2012-01-03,"Project Management, Finance",Machine Learning,Busy,69.1,2,62.8,TASK22959,Database Update,Complete Machine Learning related work for the assigned business operation.,Low,Completed,2026-06-09,2026-07-10,38.6,31.4,81.4,16.4,0
EMP3138,Manoj Mishra,employee3138@company.local,Engineering,Data Scientist,4.7,2025-04-21,"NLP, Data Analysis, SQL",,Available,55.1,4,56.0,TASK01469,System Testing,Complete NLP related work for the assigned business operation.,Medium,Not Started,2025-06-27,2025-07-25,45.3,30.4,65.9,75.1,1
EMP865,Anita Reddy,employee865@company.local,Operations,Developer,10.7,2019-05-20,"Excel, SQL",Deep Learning,Available,0.0,0,78.9,TASK26091,Machine Learning Task,Complete Deep Learning related work for the assigned business operation.,High,Completed,2025-12-17,2026-02-04,21.1,20.8,100.0,63.5,1
EMP2495,Kavya Iyer,employee2495@company.local,IT,Team Lead,1.2,2019-06-11,"NLP, Machine Learning",Deep Learning,Busy,27.1,1,56.9,TASK45084,SQL Data Processing,Complete Deep Learning related work for the assigned business operation.,Low,Not Started,2025-09-24,2025-10-23,48.8,45.4,98.6,17.1,1
EMP2633,Pooja Kapoor,employee2633@company.local,HR,Finance Analyst,8.1,2017-04-04,"React, Computer Vision, Python, NLP",SQL,On Leave,54.1,3,68.7,TASK04965,Project Documentation,Complete SQL related work for the assigned business operation.,Critical,In Progress,2026-05-09,2026-06-13,41.3,27.8,72.5,27.5,1
EMP375,Kavya Nair,employee375@company.local,Sales,Senior Developer,4.3,2013-04-03,"NLP, React, Django",NLP,Busy,71.4,6,63.6,TASK09129,Django Feature Development,Complete NLP related work for the assigned business operation.,Medium,In Progress,2026-08-17,2026-09-27,36.7,32.7,77.6,57.0,1
EMP1555,Kavya Sharma,employee1555@company.local,IT,Analyst,3.9,2014-07-06,"Django, Project Management, Data Analysis, NLP",Computer Vision,On Leave,74.6,4,68.8,TASK27019,Employee Data Analysis,Complete Computer Vision related work for the assigned business operation.,Medium,Not Started,2026-05-18,2026-05-28,57.1,28.0,47.9,20.8,1
EMP3700,Arun Verma,employee3700@company.local,Sales,Project Manager,10.3,2023-12-27,"Excel, Deep Learning",Django,Busy,42.5,5,76.2,TASK36736,Django Feature Development,Complete Django related work for the assigned business operation.,Low,In Progress,2025-05-07,2025-05-31,34.8,19.6,57.1,29.2,0
EMP4353,Pooja Reddy,employee4353@company.local,Finance,Team Lead,9.3,2016-05-05,"Excel, NLP",Django,Busy,64.5,5,88.5,TASK45248,Machine Learning Task,Complete Django related work for the assigned business operation.,Medium,In Progress,2025-12-05,2025-12-30,36.5,41.8,100.0,25.5,0
EMP3846,Kiran Thomas,employee3846@company.local,Marketing,Project Manager,10.9,2017-12-05,"Python, Excel, Django, NLP",Project Management,,54.0,2,64.6,TASK47366,System Testing,Complete Project Management related work for the assigned business operation.,High,In Progress,2025-05-10,2025-06-09,42.7,34.1,69.0,53.9,1
EMP1827,Neha Sharma,employee1827@company.local,HR,Business Analyst,2.6,2023-03-13,NLP,NLP,Available,32.0,3,77.2,TASK22329,SQL Data Processing,Complete NLP related work for the assigned business operation.,High,In Progress,2025-06-28,2025-07-12,39.6,24.8,69.3,89.4,1
EMP1219,Isha Sharma,employee1219@company.local,Marketing,HR Executive,8.2,2012-05-23,"Django, Computer Vision",Computer Vision,Available,39.4,4,67.0,TASK00895,Django Feature Development,Complete Computer Vision related work for the assigned business operation.,High,In Progress,2026-05-16,2026-07-01,44.4,21.0,56.2,95.3,1
EMP627,Neha Sharma,employee627@company.local,,HR Executive,10.9,2025-07-17,NLP,,Available,51.1,4,65.5,TASK09362,Project Documentation,Complete Data Analysis related work for the assigned business operation.,Medium,Completed,2025-11-11,2025-11-17,25.9,15.8,64.1,52.1,1
EMP2437,Swati Menon,employee2437@company.local,Sales,Business Analyst,4.8,2021-07-29,"React, Python, Data Analysis",Django,Available,78.1,5,70.8,TASK22525,Machine Learning Task,Complete Django related work for the assigned business operation.,Critical,In Progress,2026-07-29,2026-08-18,59.4,43.5,89.9,37.5,0
EMP1595,Kavya Joshi,employee1595@company.local,Marketing,Senior Developer,10.4,2025-03-15,"NLP, Excel, Python",SQL,Available,27.9,0,72.3,TASK00629,Employee Data Analysis,Complete SQL related work for the assigned business operation.,High,Completed,2026-06-05,2026-08-04,39.2,34.3,100.0,55.1,1
EMP3341,Priya Pillai,employee3341@company.local,Engineering,Team Lead,13.4,2012-02-12,"Project Management, SQL, Finance",Deep Learning,Available,100.0,4,84.5,TASK21080,System Testing,Complete Deep Learning related work for the assigned business operation.,Critical,In Progress,2025-09-08,2025-10-16,29.0,29.9,95.3,40.9,1
EMP2089,Meera Kapoor,employee2089@company.local,Engineering,Project Manager,1.0,2016-06-17,"Excel, Data Analysis",Django,Available,15.1,3,59.2,TASK00376,System Testing,Complete Django related work for the assigned business operation.,Low,Completed,2025-01-17,2025-01-27,66.1,39.3,55.1,45.3,1
EMP1045,Anita Menon,employee1045@company.local,Marketing,HR Executive,5.5,2020-08-23,"SQL, React, Data Analysis, Computer Vision",Excel,Busy,82.1,6,58.4,TASK06673,Machine Learning Task,Complete Excel related work for the assigned business operation.,High,In Progress,2025-10-21,2025-11-21,20.5,18.2,75.2,17.0,1
EMP2028,Rohit Raj,employee2028@company.local,Marketing,Finance Analyst,12.1,2015-07-28,Django,NLP,Available,62.0,4,80.5,TASK29117,API Development,Complete NLP related work for the assigned business operation.,High,In Progress,2026-04-19,2026-05-12,48.8,47.3,82.8,49.2,1
EMP4410,Amit Patel,employee4410@company.local,HR,Finance Analyst,16.2,2020-12-20,"Machine Learning, Data Analysis",Data Analysis,Busy,73.9,6,74.1,TASK41242,Database Update,Complete Data Analysis related work for the assigned business operation.,Medium,In Progress,2025-05-29,2025-06-05,43.2,23.7,54.1,60.5,0
EMP1677,Swati Pillai,employee1677@company.local,Data Science,Team Lead,0.8,2022-09-24,"Machine Learning, Django, Project Management, Finance",Finance,Available,64.3,4,67.9,TASK23175,Dashboard Update,Complete Finance related work for the assigned business operation.,Medium,Completed,2026-01-14,2026-02-16,40.9,36.9,82.6,81.3,1
EMP4868,Rohit Verma,employee4868@company.local,IT,Project Manager,5.7,2018-04-01,,Project Management,,47.8,3,59.8,TASK14605,Project Documentation,Complete Project Management related work for the assigned business operation.,Medium,Blocked,2026-07-29,2026-09-03,35.8,36.6,100.0,48.0,0
EMP1816,Aditya Singh,employee1816@company.local,Marketing,Developer,3.6,2021-02-03,"React, Python, Data Analysis",Django,Busy,7.3,2,59.0,TASK17168,Employee Data Analysis,Complete Django related work for the assigned business operation.,Medium,In Progress,2026-02-22,2026-03-16,39.2,27.2,83.6,33.9,1
EMP2961,Priya Reddy,employee2961@company.local,Marketing,Developer,6.8,2015-01-08,"Excel, NLP, React, Python",Django,Busy,62.4,4,72.1,TASK21623,Project Documentation,Complete Django related work for the assigned business operation.,Medium,Completed,2025-10-10,2025-11-20,29.0,32.6,100.0,21.2,1
EMP823,Sneha Nair,employee823@company.local,Engineering,Project Manager,6.7,2025-01-29,"Computer Vision, NLP, Deep Learning",Excel,Available,110.2,3,88.8,TASK17227,Employee Data Analysis,Complete Excel related work for the assigned business operation.,High,Completed,2025-05-12,2025-05-29,42.1,7.6,20.3,45.9,0
EMP1979,Isha Joshi,employee1979@company.local,Operations,Senior Developer,2.9,2022-03-05,"React, Project Management, Data Analysis, Excel",Data Analysis,Available,44.3,3,66.5,TASK22447,Dashboard Update,Complete Data Analysis related work for the assigned business operation.,Medium,Completed,2026-06-04,2026-06-21,37.9,30.8,98.5,84.8,1
EMP3057,Swati Reddy,employee3057@company.local,Data Science,Team Lead,7.3,2022-07-21,"SQL, Deep Learning",React,Busy,38.0,5,62.7,TASK41725,Database Update,Complete React related work for the assigned business operation.,Medium,In Progress,2025-06-16,2025-07-11,28.9,15.7,52.9,29.6,1
EMP750,Amit Das,employee750@company.local,Marketing,Team Lead,1.4,2018-09-27,"Finance, Python, Django",NLP,Busy,63.5,5,61.6,TASK28560,Data Cleaning,Complete NLP related work for the assigned business operation.,,Completed,2026-05-03,2026-06-30,30.6,25.0,73.2,15.2,0
EMP4501,Priya Menon,employee4501@company.local,Marketing,HR Executive,6.6,2019-01-09,Django,Project Management,Available,41.5,0,65.3,TASK48082,API Development,Complete Project Management related work for the assigned business operation.,High,In Progress,2025-06-16,2025-07-04,57.0,30.6,59.7,56.1,1
EMP2758,Manoj Thomas,employee2758@company.local,Engineering,HR Executive,1.5,2016-11-11,"Django, React, Excel, Finance",Project Management,Available,47.8,2,54.2,TASK20615,SQL Data Processing,Complete Project Management related work for the assigned business operation.,,Completed,2025-02-04,2025-03-06,45.2,44.5,100.0,43.2,1
EMP4337,Swati Reddy,employee4337@company.local,Engineering,Team Lead,1.6,2017-06-04,Finance,Deep Learning,Available,46.7,1,68.6,TASK09893,Machine Learning Task,Complete Deep Learning related work for the assigned business operation.,High,Completed,2026-06-10,2026-06-19,57.9,27.8,67.6,41.8,1
EMP252,Sanjay Raj,employee252@company.local,Engineering,Project Manager,2.3,2021-04-25,Data Analysis,React,Available,79.3,5,61.3,TASK48780,API Development,Complete React related work for the assigned business operation.,Low,Completed,2025-12-07,2026-01-16,19.2,8.1,24.1,37.2,1
EMP2382,Rahul Das,employee2382@company.local,Marketing,Developer,13.7,2014-04-02,"Machine Learning, Django",React,On Leave,68.6,4,86.9,TASK10187,System Testing,Complete React related work for the assigned business operation.,Medium,Blocked,2025-10-01,2025-11-08,16.7,11.2,70.2,35.7,1
EMP4702,Rahul Das,employee4702@company.local,Engineering,Analyst,4.4,2024-04-01,Python,NLP,Available,58.2,5,71.8,TASK28783,Database Update,Complete NLP related work for the assigned business operation.,Medium,In Progress,2026-04-08,2026-06-06,35.5,27.1,73.2,47.4,1
EMP2508,Rohit Raj,employee2508@company.local,IT,Finance Analyst,8.9,2012-04-07,NLP,Computer Vision,Available,55.2,4,74.0,TASK22356,Dashboard Update,Complete Computer Vision related work for the assigned business operation.,High,In Progress,2025-10-25,2025-11-14,19.0,16.5,88.7,48.7,1
EMP1042,Rahul Mishra,employee1042@company.local,HR,HR Executive,13.1,2014-08-27,"Python, Computer Vision",Computer Vision,Available,88.4,5,61.6,TASK04511,API Development,Complete Computer Vision related work for the assigned business operation.,Medium,Not Started,2026-03-07,2026-03-30,32.9,25.5,80.5,80.2,1
EMP3947,Neha Joshi,employee3947@company.local,HR,Team Lead,8.1,2016-06-11,"Finance, Machine Learning, SQL",React,Available,90.4,7,62.3,TASK21627,SQL Data Processing,Complete React related work for the assigned business operation.,Medium,In Progress,2026-06-05,2026-06-23,47.4,37.5,76.7,32.2,1
EMP009,Meera Kapoor,employee009@company.local,Finance,Analyst,1.0,2015-11-14,Django,Project Management,,100.0,7,43.9,TASK30887,Dashboard Update,Complete Project Management related work for the assigned business operation.,Medium,Completed,2025-03-17,2025-04-12,31.8,9.6,54.2,30.2,0
EMP1923,Sneha Sharma,employee1923@company.local,Engineering,Team Lead,5.7,2012-10-07,"Project Management, Excel, Python, Computer Vision",NLP,Busy,95.3,5,70.9,TASK14624,Django Feature Development,,Medium,Completed,2025-03-18,2025-05-13,14.5,18.8,100.0,11.6,0
EMP4043,Sneha Joshi,employee4043@company.local,Finance,Team Lead,3.6,2015-11-06,Data Analysis,Excel,Available,59.6,4,68.8,TASK28799,SQL Data Processing,Complete Excel related work for the assigned business operation.,Low,Completed,2025-06-22,2025-08-13,26.0,31.8,100.0,39.5,1
EMP2280,Arun Singh,employee2280@company.local,Marketing,Analyst,4.4,2019-05-01,Django,Django,Available,20.8,1,60.2,TASK37950,Machine Learning Task,Complete Django related work for the assigned business operation.,High,Completed,2025-09-21,2025-11-12,26.7,23.5,96.4,90.0,1
EMP1120,Arun Kumar,employee1120@company.local,Operations,Team Lead,3.4,2012-01-21,"Project Management, Machine Learning, Computer Vision, React",Finance,Available,77.9,4,65.7,TASK34803,System Testing,Complete Finance related work for the assigned business operation.,Medium,Not Started,2025-02-15,2025-03-13,38.7,30.2,53.5,38.5,0
EMP625,Anita Reddy,employee625@company.local,Operations,Project Manager,9.8,2013-02-06,"Finance, Django",Data Analysis,Available,64.1,4,64.4,TASK49111,API Development,Complete Data Analysis related work for the assigned business operation.,High,In Progress,2025-02-08,2025-02-19,25.1,24.3,74.6,50.8,1
EMP3213,Pooja Pillai,employee3213@company.local,HR,Project Manager,5.0,2014-11-08,"React, Finance",Excel,Busy,41.9,2,73.9,TASK47559,Database Update,Complete Excel related work for the assigned business operation.,Low,Completed,2025-08-11,2025-09-06,26.4,25.4,96.8,27.2,1
EMP948,Rohit Verma,employee948@company.local,Engineering,Developer,16.0,2023-06-05,"Data Analysis, Computer Vision, Finance",Computer Vision,Busy,53.7,5,66.4,TASK44549,SQL Data Processing,Complete Computer Vision related work for the assigned business operation.,Critical,Completed,2025-01-04,2025-01-19,41.8,31.2,73.4,58.2,1
EMP468,Rohit Verma,employee468@company.local,Operations,Senior Developer,7.9,2017-05-04,"Excel, NLP, React, Project Management",Finance,Available,32.3,2,76.9,TASK30627,Data Cleaning,Complete Finance related work for the assigned business operation.,Low,In Progress,2025-04-21,2025-05-13,43.3,37.0,81.3,54.5,1
EMP3418,Manoj Patel,employee3418@company.local,Engineering,Analyst,8.5,2013-02-07,Computer Vision,Deep Learning,Available,82.4,7,77.7,TASK26255,API Development,Complete Deep Learning related work for the assigned business operation.,Medium,In Progress,2025-11-04,2025-12-27,44.1,42.0,78.0,48.9,1
EMP1029,Meera Menon,employee1029@company.local,Sales,Project Manager,11.5,2020-07-02,"Project Management, SQL, Computer Vision, Python",Finance,Busy,59.4,4,66.1,TASK21014,System Testing,Complete Finance related work for the assigned business operation.,Low,Completed,2026-05-16,2026-05-24,33.7,24.6,92.3,23.4,1
EMP3065,Anita Kapoor,employee3065@company.local,HR,Analyst,5.2,2022-09-08,"Data Analysis, Excel",NLP,Busy,50.0,3,74.3,TASK18440,Data Cleaning,Complete NLP related work for the assigned business operation.,Medium,Completed,2025-04-13,2025-06-10,29.2,19.3,69.2,26.2,1
EMP2642,Rahul Mishra,employee2642@company.local,Finance,Senior Developer,1.6,2017-02-17,"React, Excel, Machine Learning",Finance,Available,32.8,1,72.8,TASK45422,Project Documentation,Complete Finance related work for the assigned business operation.,Low,Not Started,2025-06-21,2025-07-26,25.1,14.4,63.7,41.3,1
EMP268,Rohit Raj,employee268@company.local,Engineering,HR Executive,10.0,2015-03-01,"Data Analysis, Django",Computer Vision,Available,58.1,8,90.6,TASK09778,Machine Learning Task,Complete Computer Vision related work for the assigned business operation.,Medium,Completed,2025-11-03,2025-12-13,30.4,24.9,69.5,48.0,1
EMP1263,Sneha Iyer,employee1263@company.local,Data Science,HR Executive,2.4,2021-11-09,Django,Project Management,Available,50.3,3,73.9,TASK25770,System Testing,Complete Project Management related work for the assigned business operation.,Medium,In Progress,2025-07-31,2025-08-19,22.3,9.8,36.3,44.4,0
EMP280,Arun Singh,employee280@company.local,IT,Senior Developer,11.6,2021-12-11,"NLP, React, Computer Vision, Data Analysis",Finance,Available,89.7,5,66.1,TASK00574,SQL Data Processing,Complete Finance related work for the assigned business operation.,High,In Progress,2025-08-31,2025-10-18,25.3,28.4,99.8,45.7,1
EMP2036,Aditya Verma,employee2036@company.local,IT,Finance Analyst,6.4,2018-12-19,"Django, SQL, Computer Vision",Excel,Available,66.6,4,83.7,TASK27501,Dashboard Update,Complete Excel related work for the assigned business operation.,Medium,Not Started,2026-03-15,2026-05-10,34.2,23.5,57.7,44.1,1
EMP869,Meera Menon,employee869@company.local,,Developer,13.2,2012-09-05,"Deep Learning, Data Analysis, Django",Deep Learning,Busy,69.1,4,72.4,TASK46444,Project Documentation,Complete Deep Learning related work for the assigned business operation.,High,In Progress,2026-01-05,2026-01-26,47.3,42.0,100.0,65.9,1
EMP2575,Kavya Iyer,employee2575@company.local,HR,Data Scientist,2.8,2022-10-26,"Deep Learning, Project Management",Excel,Available,28.1,2,61.7,TASK45173,Employee Data Analysis,Complete Excel related work for the assigned business operation.,Medium,Completed,2026-07-15,2026-07-27,22.4,49.1,,57.0,1
EMP1351,Divya Nair,employee1351@company.local,Engineering,Analyst,10.2,2023-12-19,"Data Analysis, Excel, NLP, Project Management",Django,Available,35.1,2,78.4,TASK20658,Project Documentation,Complete Django related work for the assigned business operation.,Low,In Progress,2025-01-19,2025-02-07,47.7,56.4,,56.1,1
